family,workload_id,model,k_frac_deleted,mask_seed,retained_recall,coord_success,f1
a,c1-a-009,llama3.1:8b,0.45,0,0.5476190476190477,0.0,0.36157749512062604
a,c1-a-009,llama3.1:8b,0.45,1,0.5476190476190477,0.0,0.30558801385980267
a,c1-a-009,llama3.1:8b,0.45,2,0.5476190476190477,0.0,0.47832294350995525
a,c1-a-009,llama3.1:8b,0.6,0,0.40476190476190477,0.0,0.0
a,c1-a-009,llama3.1:8b,0.6,1,0.40476190476190477,0.0,0.2242893199838163
a,c1-a-009,llama3.1:8b,0.6,2,0.40476190476190477,0.0,0.3953669953434576
a,c1-a-009,llama3.1:8b,0.75,0,0.23809523809523808,0.0,0.0
a,c1-a-009,llama3.1:8b,0.75,1,0.23809523809523808,0.0,0.23569162235327373
a,c1-a-009,llama3.1:8b,0.75,2,0.23809523809523808,0.0,0.0
a,c1-a-009,llama3.1:8b,0.9,0,0.09523809523809523,0.0,0.1370536127878222
a,c1-a-009,llama3.1:8b,0.9,1,0.09523809523809523,0.0,0.01995424776049204
a,c1-a-009,llama3.1:8b,0.9,2,0.09523809523809523,0.0,0.17393628910407055
a,c1-a-009,llama3.1:8b,1.0,0,0.0,0.0,0.0067348084636705274
a,c1-a-009,llama3.1:8b,1.0,1,0.0,0.0,0.008103099738675734
a,c1-a-009,llama3.1:8b,1.0,2,0.0,0.0,0.008103099738675734
a,c1-a-010,llama3.1:8b,0.0,0,1.0,1.0,0.9997943114782423
a,c1-a-010,llama3.1:8b,0.0,1,1.0,1.0,1.0
a,c1-a-010,llama3.1:8b,0.0,2,1.0,1.0,1.0
a,c1-a-010,llama3.1:8b,0.15,0,0.8484848484848485,1.0,0.8204639851755974
a,c1-a-010,llama3.1:8b,0.15,1,0.8484848484848485,1.0,0.7852535492326778
a,c1-a-010,llama3.1:8b,0.15,2,0.8484848484848485,0.0,0.0
a,c1-a-010,llama3.1:8b,0.3,0,0.696969696969697,0.0,0.7215418710774264
a,c1-a-010,llama3.1:8b,0.3,1,0.696969696969697,0.0,0.5922582368822187
a,c1-a-010,llama3.1:8b,0.3,2,0.696969696969697,0.0,0.6606980762741168
a,c1-a-010,llama3.1:8b,0.45,0,0.5454545454545454,0.0,0.42711410158554464
a,c1-a-010,llama3.1:8b,0.45,1,0.5454545454545454,0.0,0.0
a,c1-a-010,llama3.1:8b,0.45,2,0.5454545454545454,0.0,0.5178111869775655
a,c1-a-010,llama3.1:8b,0.6,0,0.3939393939393939,0.0,0.35771967639813484
a,c1-a-010,llama3.1:8b,0.6,1,0.3939393939393939,0.0,0.35650023614343096
a,c1-a-010,llama3.1:8b,0.6,2,0.3939393939393939,0.0,0.363943538712157
a,c1-a-010,llama3.1:8b,0.75,0,0.24242424242424243,0.0,0.0
a,c1-a-010,llama3.1:8b,0.75,1,0.24242424242424243,0.0,0.17391304347826086
a,c1-a-010,llama3.1:8b,0.75,2,0.24242424242424243,0.0,0.32095929614395974
a,c1-a-010,llama3.1:8b,0.9,0,0.09090909090909091,0.0,0.0
a,c1-a-010,llama3.1:8b,0.9,1,0.09090909090909091,0.0,0.0
a,c1-a-010,llama3.1:8b,0.9,2,0.09090909090909091,0.0,0.18311966171213695
